Ntexto,Palabra,Polaridad
25,sleep,positive
25,bathroom,positive
25,large,positive
25,separate,positive
25,glass,positive
25,shower,positive
25,stall,positive
25,room,positive
25,furnished,positive
25,everything,positive
25,needed,positive
25,including,positive
25,internet,positive
25,hook,positive
25,access,positive
25,also,positive
25,walk,positive
25,thru,positive
25,5th,positive
25,fl,positive
25,westfield,positive
25,north,positive
25,bridge,positive
25,shopping,positive
25,mall,positive
25,enjoy,positive
25,nordstrom,positive
25,stores,positive
25,course,positive
25,steps,positive
25,michigan,positive
25,ave,positive
25,central,positive
25,location,positive
25,hotel,positive
25,great,positive
25,could,positive
25,walk,positive
25,places,positive
25,cta,positive
25,subway,positive
25,stop,positive
25,grand,positive
25,ave,positive
25,red,positive
25,line,positive
25,easy,positive
25,2,positive
25,block,positive
25,walk,positive
25,stay,positive
25,next,positive
25,trip,positive
25,chicago,positive
26,simply,positive
26,nice,positive
26,place,positive
26,stay,positive
26,great,positive
26,deal,positive
26,room,positive
26,impressed,positive
26,quality,positive
26,hotel,positive
26,staff,positive
26,helpful,positive
26,able,positive
26,let,positive
26,check,positive
26,helped,positive
26,print,positive
26,boarding,positive
26,passes,positive
26,negative,positive
26,frustrating,positive
26,nowadays,positive
26,free,positive
26,internet,positive
26,hotels,positive
26,pay,positive
26,internet,positive
26,negative,positive
26,loud,positive
26,phone,positive
26,may,positive
26,hear,positive
26,neighbors,positive
26,phone,positive
26,shower,positive
27,stayed,positive
27,conrad,positive
27,one,positive
27,evening,positive
27,amazing,positive
27,room,positive
27,would,positive
27,liked,positive
27,stay,positive
27,longer,positive
27,newly,positive
27,renovated,positive
27,9th,positive
27,floor,positive
27,room,positive
27,gorgeous,positive
27,super,positive
27,clean,positive
27,flat,positive
27,screen,positive
27,bose,positive
27,sound,positive
27,system,positive
27,even,positive
27,ihome,positive
27,ipod,positive
27,wireless,positive
27,free,positive
27,bring,positive
27,free,positive
27,bottle,positive
27,water,positive
27,turn,positive
27,everyone,positive
27,helpful,positive
27,friendly,positive
27,wait,positive
27,go,positive
27,back,positive
28,spent,positive
28,week,positive
28,hotel,positive
28,pleased,positive
28,experience,positive
28,described,positive
28,previous,positive
28,reviews,positive
28,room,positive
28,comfortable,positive
28,huge,positive
28,televison,positive
28,bathroom,positive
28,particularly,positive
28,outstanding,positive
28,service,positive
28,excellent,positive
28,overall,positive
28,especially,positive
28,liked,positive
28,bottle,positive
28,water,positive
28,bedside,positive
28,turn,positive
28,service,positive
28,door,positive
28,bellmen,positive
28,women,positive
28,particularly,positive
28,pleasant,positive
28,helpful,positive
28,concierge,positive
28,friendly,positive
28,knowledgeable,positive
28,completely,positive
28,satisfactory,positive
28,though,positive
28,overpriced,positive
28,drinks,positive
28,bar,positive
28,eat,positive
28,restaurant,positive
28,health,positive
28,club,positive
28,fine,positive
28,equipment,positive
28,well,positive
28,maintained,positive
28,three,positive
28,treadmills,positive
28,two,positive
28,elipitical,positive
28,steppers,positive
28,never,positive
28,wait,positive
28,machine,positive
28,although,positive
28,might,positive
28,different,positive
28,story,positive
28,dead,positive
28,chicago,positive
28,winter,positive
28,one,positive
28,minor,positive
28,quibble,positive
28,like,positive
28,coffee,positive
28,first,positive
28,thing,positive
28,morning,positive
28,room,positive
28,coffee,positive
28,maker,positive
28,restaurant,positive
28,offered,positive
28,free,positive
28,coffee,positive
28,go,positive
28,eight,positive
28,comfortable,positive
28,attractive,positive
28,hotel,positive
28,wonderful,positive
28,location,positive
28,chicago,positive
28,expensive,positive
28,city,positive
28,felt,positive
28,got,positive
28,reasonable,positive
28,value,positive
28,money,positive
29,booked,positive
29,room,positive
29,hyatt,positive
29,priceline,positive
29,able,positive
29,get,positive
29,rate,positive
29,45,positive
29,night,positive
29,go,positive
29,wrong,positive
29,rooms,positive
29,nice,positive
29,spacious,positive
29,clean,positive
29,contain,positive
29,amenties,positive
29,traveler,positive
29,would,positive
29,need,positive
29,say,positive
29,fallen,positive
29,love,positive
29,hyatt,positive
29,chain,positive
29,due,positive
29,customer,positive
29,service,positive
29,stayed,positive
29,hotels,positive
29,different,positive
29,cities,positive
29,staff,positive
29,always,positive
29,extremely,positive
29,friendly,positive
29,often,positive
29,see,positive
29,hotels,positive
29,used,positive
29,self,positive
29,check,positive
29,machine,positive
29,customer,positive
29,service,positive
29,person,positive
29,checked,positive
29,make,positive
29,sure,positive
29,everything,positive
29,going,positive
29,smoothly,positive
29,saw,positive
29,room,positive
29,high,positive
29,level,positive
29,offered,positive
29,changed,positive
29,could,positive
29,better,positive
29,view,positive
29,would,positive
29,highly,positive
29,recommend,positive
29,hotel,positive
30,hotel,positive
30,perfect,positive
30,location,positive
30,downtown,positive
30,chicago,positive
30,shopping,positive
30,thing,positive
30,pool,positive
30,extremely,positive
30,small,positive
30,indoors,positive
30,looks,positive
30,much,positive
30,larger,positive
30,website,positive
31,omni,positive
31,fabulous,positive
31,location,positive
31,michigan,positive
31,avenue,positive
31,within,positive
31,blocks,positive
31,types,positive
31,stores,positive
31,including,positive
31,saks,positive
31,nordstroms,positive
31,h,positive
31,filenes,positive
31,basement,positive
31,macys,positive
31,la,positive
31,perla,positive
31,apple,positive
31,bloomingdates,positive
31,could,positive
31,go,positive
31,room,positive
31,fabulous,positive
31,comfortable,positive
31,nice,positive
31,big,positive
31,flat,positive
31,screen,positive
31,tvs,positive
31,nice,positive
31,sized,positive
31,bathroom,positive
31,charge,positive
31,wi,positive
31,fi,positive
31,found,positive
31,clicked,positive
31,yes,positive
31,joining,positive
31,guest,positive
31,program,positive
31,could,positive
31,go,positive
31,sign,positive
31,screen,positive
31,right,positive
31,email,positive
31,without,positive
31,actually,positive
31,completing,positive
31,registration,positive
31,got,positive
31,hotel,positive
31,214,positive
31,night,positive
31,priceline,positive
31,felt,positive
31,terrific,positive
31,deal,positive
32,stayed,positive
32,junior,positive
32,suite,positive
32,beautiful,positive
32,spacious,positive
32,largest,positive
32,flat,positive
32,screen,positive
32,tv,positive
32,ever,positive
32,seen,positive
32,hotel,positive
32,great,positive
32,excuse,positive
32,catch,positive
32,movies,positive
32,breakfast,positive
32,buffet,positive
32,great,positive
32,served,positive
32,hotels,positive
32,huge,positive
32,atrium,positive
32,nice,positive
32,service,positive
32,top,positive
32,notch,positive
32,stayed,positive
32,lower,positive
32,floor,positive
32,east,positive
32,tower,positive
32,great,positive
32,waits,positive
32,elevator,positive
32,always,positive
32,empty,positive
32,shed,positive
32,aquarium,positive
32,complete,positive
32,waste,positive
32,time,positive
32,money,positive
32,field,positive
32,musium,positive
32,amazing,positive
32,chicago,positive
32,remains,positive
32,tied,positive
32,london,positive
32,favourite,positive
32,city,positive
33,keep,positive
33,short,positive
33,wife,positive
33,daughter,positive
33,stayed,positive
33,hotel,positive
33,3,positive
33,nights,positive
33,go,positive
33,several,positive
33,vacations,positive
33,year,positive
33,great,positive
33,hotel,positive
33,location,positive
33,located,positive
33,center,positive
33,magnificent,positive
33,mile,positive
33,michigan,positive
33,ave,positive
33,near,positive
33,easily,positive
33,accessible,positive
33,everything,positive
33,might,positive
33,want,positive
33,hotel,positive
33,hotel,positive
33,clean,positive
33,rooms,positive
33,maid,positive
33,service,positive
33,excellent,positive
33,including,positive
33,2x,positive
33,daily,positive
33,cleaning,positive
33,turndown,positive
33,service,positive
33,think,positive
33,missed,positive
33,night,positive
33,service,positive
33,every,positive
33,staff,positive
33,member,positive
33,encountered,positive
33,super,positive
33,friendly,positive
33,kind,positive
33,always,positive
33,someone,positive
33,lobby,positive
33,door,positive
33,greeting,positive
33,smile,positive
33,every,positive
33,night,positive
33,milk,positive
33,cookies,positive
33,waiting,positive
33,room,positive
33,sometimes,positive
33,chocolates,positive
33,pillows,positive
33,always,positive
33,pushed,positive
33,elevator,positive
33,button,positive
33,near,positive
33,shortage,positive
33,people,positive
33,ask,positive
33,things,positive
33,conplaint,positive
33,congierge,positive
33,tough,positive
33,get,positive
33,shouuld,positive
33,one,positive
33,longer,positive
33,hours,positive
33,breakfast,positive
33,676,positive
33,restaurant,positive
33,good,positive
33,well,positive
33,attended,positive
33,appointed,positive
33,even,positive
33,carried,positive
33,wifes,positive
33,plate,positive
33,table,positive
33,buffet,positive
33,pool,positive
33,nice,positive
33,addition,positive
33,hit,positive
33,kids,positive
33,nice,positive
33,go,positive
33,swim,positive
33,long,positive
33,day,positive
33,walking,positive
33,pool,positive
33,changing,positive
33,areas,positive
33,spotless,positive
33,room,positive
33,clean,positive
33,sunny,positive
33,spacious,positive
33,probably,positive
33,400,positive
33,sq,positive
33,ft,positive
33,2,positive
33,tvs,positive
33,couch,positive
33,desk,positive
33,chairs,positive
33,perfect,positive
33,shape,positive
33,windows,positive
33,open,positive
33,fresh,positive
33,air,positive
33,pillows,positive
33,pretty,positive
33,comfortable,positive
33,aspects,positive
33,considered,positive
33,think,positive
33,unbeatable,positive
33,value,positive
33,would,positive
33,hesitate,positive
33,stay,positive
33,recommend,positive
33,friend,positive
33,truly,positive
33,nothing,positive
33,negative,positive
33,say,positive
33,hotel,positive
33,wonderful,positive
33,stay,positive
33,miss,positive
33,omni,positive
33,hit,positive
33,right,positive
33,formula,positive
33,make,positive
33,guest,positive
33,feel,positive
33,like,positive
33,welcomed,positive
33,person,positive
33,opposed,positive
33,nuisance,positive
33,number,positive
33,airlines,positive
33,cornered,positive
33,market,positive
34,husband,positive
34,fairmont,positive
34,chicago,positive
34,recently,positive
34,conference,positive
34,stayed,positive
34,spacious,positive
34,suite,positive
34,amenities,positive
34,appeared,positive
34,recently,positive
34,updated,positive
34,excellent,positive
34,shape,positive
34,bed,positive
34,comfortable,positive
34,views,positive
34,great,positive
34,love,positive
34,products,positive
34,bathroom,positive
34,used,positive
34,pristine,positive
34,tub,positive
34,two,positive
34,three,positive
34,nights,positive
34,room,positive
34,quiet,positive
34,relaxing,positive
34,ate,positive
34,restaurant,positive
34,downstairs,positive
34,aria,positive
34,although,positive
34,pricey,positive
34,excellent,positive
34,staff,positive
34,consistently,positive
34,attentive,positive
34,responsive,positive
34,evident,positive
34,everyone,positive
34,well,positive
34,trained,positive
34,would,positive
34,love,positive
34,stay,positive
35,stayed,positive
35,fairmont,positive
35,professional,positive
35,conference,positive
35,say,positive
35,conference,positive
35,meeting,positive
35,rooms,positive
35,small,positive
35,terms,positive
35,traveler,positive
35,comfort,positive
35,hotel,positive
35,exceptional,positive
35,think,positive
35,single,positive
35,thing,positive
35,room,positive
35,perfect,positive
35,accommodations,positive
35,luxurious,positive
35,hotel,positive
35,conveniently,positive
35,situated,positive
35,within,positive
35,walking,positive
35,distance,positive
35,many,positive
35,chicago,positive
35,attractions,positive
36,great,positive
36,hotel,positive
36,wonderful,positive
36,location,positive
36,stayed,positive
36,hotel,positive
36,last,positive
36,weekend,positive
36,one,positive
36,night,positive
36,coming,positive
36,home,positive
36,loved,positive
36,recommend,positive
36,highly,positive
36,enough,positive
36,evidently,positive
36,popular,positive
36,busy,positive
36,staff,positive
36,still,positive
36,helpful,positive
36,rooms,positive
36,lovely,positive
36,spacious,positive
36,clean,positive
36,bathrooms,positive
36,clean,positive
36,bright,positive
36,spacious,positive
36,also,positive
36,definitely,positive
36,recommend,positive
36,hotel,positive
36,close,positive
36,magnificant,positive
36,mile,positive
